carrier_1,carrier_2,timestep_4,parameter,value
hydrogen,,h2358,mustOut,0.1
hydrogen,,h2359,mustOut,0.1
hydrogen,,h2360,mustOut,0.1
hydrogen,,h2361,mustOut,0.1
hydrogen,,h2362,mustOut,0.1
hydrogen,,h2363,mustOut,0.1
hydrogen,,h2364,mustOut,0.1
hydrogen,,h2365,mustOut,0.1
hydrogen,,h2366,mustOut,0.1
hydrogen,,h2367,mustOut,0.1
hydrogen,,h2368,mustOut,0.1
hydrogen,,h2369,mustOut,0.1
hydrogen,,h2370,mustOut,0.1
hydrogen,,h2371,mustOut,0.1
hydrogen,,h2372,mustOut,0.1
hydrogen,,h2373,mustOut,0.1
hydrogen,,h2374,mustOut,0.1
hydrogen,,h2375,mustOut,0.1
hydrogen,,h2376,mustOut,0.1
hydrogen,,h2377,mustOut,0.1
hydrogen,,h2378,mustOut,0.1
hydrogen,,h2379,mustOut,0.1
hydrogen,,h2380,mustOut,0.1
hydrogen,,h2381,mustOut,0.1
hydrogen,,h2382,mustOut,0.1
hydrogen,,h2383,mustOut,0.1
hydrogen,,h2384,mustOut,0.1
hydrogen,,h2385,mustOut,0.1
hydrogen,,h2386,mustOut,0.1
hydrogen,,h2387,mustOut,0.1
hydrogen,,h2388,mustOut,0.1
hydrogen,,h2389,mustOut,0.1
hydrogen,,h2390,mustOut,0.1
hydrogen,,h2391,mustOut,0.1
hydrogen,,h2392,mustOut,0.1
hydrogen,,h2393,mustOut,0.1
hydrogen,,h2394,mustOut,0.1
hydrogen,,h2395,mustOut,0.1
hydrogen,,h2396,mustOut,0.1
hydrogen,,h2397,mustOut,0.1
hydrogen,,h2398,mustOut,0.1
hydrogen,,h2399,mustOut,0.1
hydrogen,,h2400,mustOut,0.1
hydrogen,,h2401,mustOut,0.1
hydrogen,,h2402,mustOut,0.1
hydrogen,,h2403,mustOut,0.1
hydrogen,,h2404,mustOut,0.1
hydrogen,,h2405,mustOut,0.1
hydrogen,,h2406,mustOut,0.1
hydrogen,,h2407,mustOut,0.1
hydrogen,,h2408,mustOut,0.1
hydrogen,,h2409,mustOut,0.1
hydrogen,,h2410,mustOut,0.1
hydrogen,,h2411,mustOut,0.1
hydrogen,,h2412,mustOut,0.1
hydrogen,,h2413,mustOut,0.1
hydrogen,,h2414,mustOut,0.1
hydrogen,,h2415,mustOut,0.1
hydrogen,,h2416,mustOut,0.1
hydrogen,,h2417,mustOut,0.1
hydrogen,,h2418,mustOut,0.1
hydrogen,,h2419,mustOut,0.1
hydrogen,,h2420,mustOut,0.1
hydrogen,,h2421,mustOut,0.1
hydrogen,,h2422,mustOut,0.1
hydrogen,,h2423,mustOut,0.1
hydrogen,,h2424,mustOut,0.1
hydrogen,,h2425,mustOut,0.1
hydrogen,,h2426,mustOut,0.1
hydrogen,,h2427,mustOut,0.1
hydrogen,,h2428,mustOut,0.1
hydrogen,,h2429,mustOut,0.1
hydrogen,,h2430,mustOut,0.1
hydrogen,,h2431,mustOut,0.1
hydrogen,,h2432,mustOut,0.1
hydrogen,,h2433,mustOut,0.1
hydrogen,,h2434,mustOut,0.1
hydrogen,,h2435,mustOut,0.1
hydrogen,,h2436,mustOut,0.1
hydrogen,,h2437,mustOut,0.1
hydrogen,,h2438,mustOut,0.1
hydrogen,,h2439,mustOut,0.1
hydrogen,,h2440,mustOut,0.1
hydrogen,,h2441,mustOut,0.1
hydrogen,,h2442,mustOut,0.1
hydrogen,,h2443,mustOut,0.1
hydrogen,,h2444,mustOut,0.1
hydrogen,,h2445,mustOut,0.1
hydrogen,,h2446,mustOut,0.1
hydrogen,,h2447,mustOut,0.1
hydrogen,,h2448,mustOut,0.1
hydrogen,,h2449,mustOut,0.1
hydrogen,,h2450,mustOut,0.1
hydrogen,,h2451,mustOut,0.1
hydrogen,,h2452,mustOut,0.1
hydrogen,,h2453,mustOut,0.1
hydrogen,,h2454,mustOut,0.1
hydrogen,,h2455,mustOut,0.1
hydrogen,,h2456,mustOut,0.1
hydrogen,,h2457,mustOut,0.1
hydrogen,,h2458,mustOut,0.1
hydrogen,,h2459,mustOut,0.1
hydrogen,,h2460,mustOut,0.1
hydrogen,,h2461,mustOut,0.1
hydrogen,,h2462,mustOut,0.1
hydrogen,,h2463,mustOut,0.1
hydrogen,,h2464,mustOut,0.1
hydrogen,,h2465,mustOut,0.1
hydrogen,,h2466,mustOut,0.1
hydrogen,,h2467,mustOut,0.1
hydrogen,,h2468,mustOut,0.1
hydrogen,,h2469,mustOut,0.1
hydrogen,,h2470,mustOut,0.1
hydrogen,,h2471,mustOut,0.1
hydrogen,,h2472,mustOut,0.1
hydrogen,,h2473,mustOut,0.1
hydrogen,,h2474,mustOut,0.1
hydrogen,,h2475,mustOut,0.1
hydrogen,,h2476,mustOut,0.1
hydrogen,,h2477,mustOut,0.1
hydrogen,,h2478,mustOut,0.1
hydrogen,,h2479,mustOut,0.1
hydrogen,,h2480,mustOut,0.1
hydrogen,,h2481,mustOut,0.1
hydrogen,,h2482,mustOut,0.1
hydrogen,,h2483,mustOut,0.1
hydrogen,,h2484,mustOut,0.1
hydrogen,,h2485,mustOut,0.1
hydrogen,,h2486,mustOut,0.1
hydrogen,,h2487,mustOut,0.1
hydrogen,,h2488,mustOut,0.1
hydrogen,,h2489,mustOut,0.1
hydrogen,,h2490,mustOut,0.1
hydrogen,,h2491,mustOut,0.1
hydrogen,,h2492,mustOut,0.1
hydrogen,,h2493,mustOut,0.1
hydrogen,,h2494,mustOut,0.1
hydrogen,,h2495,mustOut,0.1
hydrogen,,h2496,mustOut,0.1
hydrogen,,h2497,mustOut,0.1
hydrogen,,h2498,mustOut,0.1
hydrogen,,h2499,mustOut,0.1
hydrogen,,h2500,mustOut,0.1
hydrogen,,h2501,mustOut,0.1
hydrogen,,h2502,mustOut,0.1
hydrogen,,h2503,mustOut,0.1
hydrogen,,h2504,mustOut,0.1
hydrogen,,h2505,mustOut,0.1
hydrogen,,h2506,mustOut,0.1
hydrogen,,h2507,mustOut,0.1
hydrogen,,h2508,mustOut,0.1
hydrogen,,h2509,mustOut,0.1
hydrogen,,h2510,mustOut,0.1
hydrogen,,h2511,mustOut,0.1
hydrogen,,h2512,mustOut,0.1
hydrogen,,h2513,mustOut,0.1
hydrogen,,h2514,mustOut,0.1
hydrogen,,h2515,mustOut,0.1
hydrogen,,h2516,mustOut,0.1
hydrogen,,h2517,mustOut,0.1
hydrogen,,h2518,mustOut,0.1
hydrogen,,h2519,mustOut,0.1
hydrogen,,h2520,mustOut,0.1
hydrogen,,h2521,mustOut,0.1
hydrogen,,h2522,mustOut,0.1
hydrogen,,h2523,mustOut,0.1
hydrogen,,h2524,mustOut,0.1
hydrogen,,h2525,mustOut,0.1
hydrogen,,h2526,mustOut,0.1
hydrogen,,h2527,mustOut,0.1
hydrogen,,h2528,mustOut,0.1
hydrogen,,h2529,mustOut,0.1
hydrogen,,h2530,mustOut,0.1
hydrogen,,h2531,mustOut,0.1
hydrogen,,h2532,mustOut,0.1
hydrogen,,h2533,mustOut,0.1
hydrogen,,h2534,mustOut,0.1
hydrogen,,h2535,mustOut,0.1
hydrogen,,h2536,mustOut,0.1
hydrogen,,h2537,mustOut,0.1
hydrogen,,h2538,mustOut,0.1
hydrogen,,h2539,mustOut,0.1
hydrogen,,h2540,mustOut,0.1
hydrogen,,h2541,mustOut,0.1
hydrogen,,h2542,mustOut,0.1
hydrogen,,h2543,mustOut,0.1
hydrogen,,h2544,mustOut,0.1
hydrogen,,h2545,mustOut,0.1
hydrogen,,h2546,mustOut,0.1
hydrogen,,h2547,mustOut,0.1
hydrogen,,h2548,mustOut,0.1
hydrogen,,h2549,mustOut,0.1
hydrogen,,h2550,mustOut,0.1
hydrogen,,h2551,mustOut,0.1
hydrogen,,h2552,mustOut,0.1
hydrogen,,h2553,mustOut,0.1
hydrogen,,h2554,mustOut,0.1
hydrogen,,h2555,mustOut,0.1
hydrogen,,h2556,mustOut,0.1
hydrogen,,h2557,mustOut,0.1
hydrogen,,h2558,mustOut,0.1
hydrogen,,h2559,mustOut,0.1
hydrogen,,h2560,mustOut,0.1
hydrogen,,h2561,mustOut,0.1
hydrogen,,h2562,mustOut,0.1
hydrogen,,h2563,mustOut,0.1
hydrogen,,h2564,mustOut,0.1
hydrogen,,h2565,mustOut,0.1
hydrogen,,h2566,mustOut,0.1
hydrogen,,h2567,mustOut,0.1
hydrogen,,h2568,mustOut,0.1
hydrogen,,h2569,mustOut,0.1
hydrogen,,h2570,mustOut,0.1
hydrogen,,h2571,mustOut,0.1
hydrogen,,h2572,mustOut,0.1
hydrogen,,h2573,mustOut,0.1
hydrogen,,h2574,mustOut,0.1
hydrogen,,h2575,mustOut,0.1
hydrogen,,h2576,mustOut,0.1
hydrogen,,h2577,mustOut,0.1
hydrogen,,h2578,mustOut,0.1
hydrogen,,h2579,mustOut,0.1
hydrogen,,h2580,mustOut,0.1
hydrogen,,h2581,mustOut,0.1
hydrogen,,h2582,mustOut,0.1
hydrogen,,h2583,mustOut,0.1
hydrogen,,h2584,mustOut,0.1
hydrogen,,h2585,mustOut,0.1
hydrogen,,h2586,mustOut,0.1
hydrogen,,h2587,mustOut,0.1
hydrogen,,h2588,mustOut,0.1
hydrogen,,h2589,mustOut,0.1
hydrogen,,h2590,mustOut,0.1
hydrogen,,h2591,mustOut,0.1
hydrogen,,h2592,mustOut,0.1
hydrogen,,h2593,mustOut,0.1
hydrogen,,h2594,mustOut,0.1
hydrogen,,h2595,mustOut,0.1
hydrogen,,h2596,mustOut,0.1
hydrogen,,h2597,mustOut,0.1
hydrogen,,h2598,mustOut,0.1
hydrogen,,h2599,mustOut,0.1
hydrogen,,h2600,mustOut,0.1
hydrogen,,h2601,mustOut,0.1
hydrogen,,h2602,mustOut,0.1
hydrogen,,h2603,mustOut,0.1
hydrogen,,h2604,mustOut,0.1
hydrogen,,h2605,mustOut,0.1
hydrogen,,h2606,mustOut,0.1
hydrogen,,h2607,mustOut,0.1
hydrogen,,h2608,mustOut,0.1
hydrogen,,h2609,mustOut,0.1
hydrogen,,h2610,mustOut,0.1
hydrogen,,h2611,mustOut,0.1
hydrogen,,h2612,mustOut,0.1
hydrogen,,h2613,mustOut,0.1
hydrogen,,h2614,mustOut,0.1
hydrogen,,h2615,mustOut,0.1
hydrogen,,h2616,mustOut,0.1
hydrogen,,h2617,mustOut,0.1
hydrogen,,h2618,mustOut,0.1
hydrogen,,h2619,mustOut,0.1
hydrogen,,h2620,mustOut,0.1
hydrogen,,h2621,mustOut,0.1
hydrogen,,h2622,mustOut,0.1
hydrogen,,h2623,mustOut,0.1
hydrogen,,h2624,mustOut,0.1
hydrogen,,h2625,mustOut,0.1
hydrogen,,h2626,mustOut,0.1
hydrogen,,h2627,mustOut,0.1
hydrogen,,h2628,mustOut,0.1
hydrogen,,h2629,mustOut,0.1
hydrogen,,h2630,mustOut,0.1
hydrogen,,h2631,mustOut,0.1
hydrogen,,h2632,mustOut,0.1
hydrogen,,h2633,mustOut,0.1
hydrogen,,h2634,mustOut,0.1
hydrogen,,h2635,mustOut,0.1
hydrogen,,h2636,mustOut,0.1
hydrogen,,h2637,mustOut,0.1
hydrogen,,h2638,mustOut,0.1
hydrogen,,h2639,mustOut,0.1
hydrogen,,h2640,mustOut,0.1
hydrogen,,h2641,mustOut,0.1
hydrogen,,h2642,mustOut,0.1
hydrogen,,h2643,mustOut,0.1
hydrogen,,h2644,mustOut,0.1
hydrogen,,h2645,mustOut,0.1
hydrogen,,h2646,mustOut,0.1
hydrogen,,h2647,mustOut,0.1
hydrogen,,h2648,mustOut,0.1
hydrogen,,h2649,mustOut,0.1
hydrogen,,h2650,mustOut,0.1
hydrogen,,h2651,mustOut,0.1
hydrogen,,h2652,mustOut,0.1
hydrogen,,h2653,mustOut,0.1
hydrogen,,h2654,mustOut,0.1
hydrogen,,h2655,mustOut,0.1
hydrogen,,h2656,mustOut,0.1
hydrogen,,h2657,mustOut,0.1
hydrogen,,h2658,mustOut,0.1
hydrogen,,h2659,mustOut,0.1
hydrogen,,h2660,mustOut,0.1
hydrogen,,h2661,mustOut,0.1
hydrogen,,h2662,mustOut,0.1
hydrogen,,h2663,mustOut,0.1
hydrogen,,h2664,mustOut,0.1
hydrogen,,h2665,mustOut,0.1
hydrogen,,h2666,mustOut,0.1
hydrogen,,h2667,mustOut,0.1
hydrogen,,h2668,mustOut,0.1
hydrogen,,h2669,mustOut,0.1
hydrogen,,h2670,mustOut,0.1
hydrogen,,h2671,mustOut,0.1
hydrogen,,h2672,mustOut,0.1
hydrogen,,h2673,mustOut,0.1
hydrogen,,h2674,mustOut,0.1
hydrogen,,h2675,mustOut,0.1
hydrogen,,h2676,mustOut,0.1
hydrogen,,h2677,mustOut,0.1
hydrogen,,h2678,mustOut,0.1
hydrogen,,h2679,mustOut,0.1
hydrogen,,h2680,mustOut,0.1
hydrogen,,h2681,mustOut,0.1
hydrogen,,h2682,mustOut,0.1
hydrogen,,h2683,mustOut,0.1
hydrogen,,h2684,mustOut,0.1
hydrogen,,h2685,mustOut,0.1
hydrogen,,h2686,mustOut,0.1
hydrogen,,h2687,mustOut,0.1
hydrogen,,h2688,mustOut,0.1
hydrogen,,h2689,mustOut,0.1
hydrogen,,h2690,mustOut,0.1
hydrogen,,h2691,mustOut,0.1
hydrogen,,h2692,mustOut,0.1
hydrogen,,h2693,mustOut,0.1
hydrogen,,h2694,mustOut,0.1
hydrogen,,h2695,mustOut,0.1
hydrogen,,h2696,mustOut,0.1
hydrogen,,h2697,mustOut,0.1
hydrogen,,h2698,mustOut,0.1
hydrogen,,h2699,mustOut,0.1
hydrogen,,h2700,mustOut,0.1
hydrogen,,h2701,mustOut,0.1
hydrogen,,h2702,mustOut,0.1
hydrogen,,h2703,mustOut,0.1
hydrogen,,h2704,mustOut,0.1
hydrogen,,h2705,mustOut,0.1
hydrogen,,h2706,mustOut,0.1
hydrogen,,h2707,mustOut,0.1
hydrogen,,h2708,mustOut,0.1
hydrogen,,h2709,mustOut,0.1
hydrogen,,h2710,mustOut,0.1
hydrogen,,h2711,mustOut,0.1
hydrogen,,h2712,mustOut,0.1
hydrogen,,h2713,mustOut,0.1
hydrogen,,h2714,mustOut,0.1
hydrogen,,h2715,mustOut,0.1
hydrogen,,h2716,mustOut,0.1
hydrogen,,h2717,mustOut,0.1
hydrogen,,h2718,mustOut,0.1
hydrogen,,h2719,mustOut,0.1
hydrogen,,h2720,mustOut,0.1
hydrogen,,h2721,mustOut,0.1
hydrogen,,h2722,mustOut,0.1
hydrogen,,h2723,mustOut,0.1
hydrogen,,h2724,mustOut,0.1
hydrogen,,h2725,mustOut,0.1
hydrogen,,h2726,mustOut,0.1
hydrogen,,h2727,mustOut,0.1
hydrogen,,h2728,mustOut,0.1
hydrogen,,h2729,mustOut,0.1
hydrogen,,h2730,mustOut,0.1
hydrogen,,h2731,mustOut,0.1
hydrogen,,h2732,mustOut,0.1
hydrogen,,h2733,mustOut,0.1
hydrogen,,h2734,mustOut,0.1
hydrogen,,h2735,mustOut,0.1
hydrogen,,h2736,mustOut,0.1
hydrogen,,h2737,mustOut,0.1
hydrogen,,h2738,mustOut,0.1
hydrogen,,h2739,mustOut,0.1
hydrogen,,h2740,mustOut,0.1
hydrogen,,h2741,mustOut,0.1
hydrogen,,h2742,mustOut,0.1
hydrogen,,h2743,mustOut,0.1
hydrogen,,h2744,mustOut,0.1
hydrogen,,h2745,mustOut,0.1
hydrogen,,h2746,mustOut,0.1
hydrogen,,h2747,mustOut,0.1
hydrogen,,h2748,mustOut,0.1
hydrogen,,h2749,mustOut,0.1
hydrogen,,h2750,mustOut,0.1
hydrogen,,h2751,mustOut,0.1
hydrogen,,h2752,mustOut,0.1
hydrogen,,h2753,mustOut,0.1
hydrogen,,h2754,mustOut,0.1
hydrogen,,h2755,mustOut,0.1
hydrogen,,h2756,mustOut,0.1
hydrogen,,h2757,mustOut,0.1
hydrogen,,h2758,mustOut,0.1
hydrogen,,h2759,mustOut,0.1
hydrogen,,h2760,mustOut,0.1
hydrogen,,h2761,mustOut,0.1
hydrogen,,h2762,mustOut,0.1
hydrogen,,h2763,mustOut,0.1
hydrogen,,h2764,mustOut,0.1
hydrogen,,h2765,mustOut,0.1
hydrogen,,h2766,mustOut,0.1
hydrogen,,h2767,mustOut,0.1
hydrogen,,h2768,mustOut,0.1
hydrogen,,h2769,mustOut,0.1
hydrogen,,h2770,mustOut,0.1
hydrogen,,h2771,mustOut,0.1
hydrogen,,h2772,mustOut,0.1
hydrogen,,h2773,mustOut,0.1
hydrogen,,h2774,mustOut,0.1
hydrogen,,h2775,mustOut,0.1
hydrogen,,h2776,mustOut,0.1
hydrogen,,h2777,mustOut,0.1
hydrogen,,h2778,mustOut,0.1
hydrogen,,h2779,mustOut,0.1
hydrogen,,h2780,mustOut,0.1
hydrogen,,h2781,mustOut,0.1
hydrogen,,h2782,mustOut,0.1
hydrogen,,h2783,mustOut,0.1
hydrogen,,h2784,mustOut,0.1
hydrogen,,h2785,mustOut,0.1
hydrogen,,h2786,mustOut,0.1
hydrogen,,h2787,mustOut,0.1
hydrogen,,h2788,mustOut,0.1
hydrogen,,h2789,mustOut,0.1
hydrogen,,h2790,mustOut,0.1
hydrogen,,h2791,mustOut,0.1
hydrogen,,h2792,mustOut,0.1
hydrogen,,h2793,mustOut,0.1
hydrogen,,h2794,mustOut,0.1
hydrogen,,h2795,mustOut,0.1
hydrogen,,h2796,mustOut,0.1
hydrogen,,h2797,mustOut,0.1
hydrogen,,h2798,mustOut,0.1
hydrogen,,h2799,mustOut,0.1
hydrogen,,h2800,mustOut,0.1
hydrogen,,h2801,mustOut,0.1
hydrogen,,h2802,mustOut,0.1
hydrogen,,h2803,mustOut,0.1
hydrogen,,h2804,mustOut,0.1
hydrogen,,h2805,mustOut,0.1
hydrogen,,h2806,mustOut,0.1
hydrogen,,h2807,mustOut,0.1
hydrogen,,h2808,mustOut,0.1
hydrogen,,h2809,mustOut,0.1
hydrogen,,h2810,mustOut,0.1
hydrogen,,h2811,mustOut,0.1
hydrogen,,h2812,mustOut,0.1
hydrogen,,h2813,mustOut,0.1
hydrogen,,h2814,mustOut,0.1
hydrogen,,h2815,mustOut,0.1
hydrogen,,h2816,mustOut,0.1
hydrogen,,h2817,mustOut,0.1
hydrogen,,h2818,mustOut,0.1
hydrogen,,h2819,mustOut,0.1
hydrogen,,h2820,mustOut,0.1
hydrogen,,h2821,mustOut,0.1
hydrogen,,h2822,mustOut,0.1
hydrogen,,h2823,mustOut,0.1
hydrogen,,h2824,mustOut,0.1
hydrogen,,h2825,mustOut,0.1
hydrogen,,h2826,mustOut,0.1
hydrogen,,h2827,mustOut,0.1
hydrogen,,h2828,mustOut,0.1
hydrogen,,h2829,mustOut,0.1
hydrogen,,h2830,mustOut,0.1
hydrogen,,h2831,mustOut,0.1
hydrogen,,h2832,mustOut,0.1
hydrogen,,h2833,mustOut,0.1
hydrogen,,h2834,mustOut,0.1
hydrogen,,h2835,mustOut,0.1
hydrogen,,h2836,mustOut,0.1
hydrogen,,h2837,mustOut,0.1
hydrogen,,h2838,mustOut,0.1
hydrogen,,h2839,mustOut,0.1
hydrogen,,h2840,mustOut,0.1
hydrogen,,h2841,mustOut,0.1
hydrogen,,h2842,mustOut,0.1
hydrogen,,h2843,mustOut,0.1
hydrogen,,h2844,mustOut,0.1
hydrogen,,h2845,mustOut,0.1
hydrogen,,h2846,mustOut,0.1
hydrogen,,h2847,mustOut,0.1
hydrogen,,h2848,mustOut,0.1
hydrogen,,h2849,mustOut,0.1
hydrogen,,h2850,mustOut,0.1
hydrogen,,h2851,mustOut,0.1
hydrogen,,h2852,mustOut,0.1
hydrogen,,h2853,mustOut,0.1
hydrogen,,h2854,mustOut,0.1
hydrogen,,h2855,mustOut,0.1
hydrogen,,h2856,mustOut,0.1
hydrogen,,h2857,mustOut,0.1
hydrogen,,h2858,mustOut,0.1
hydrogen,,h2859,mustOut,0.1
hydrogen,,h2860,mustOut,0.1
hydrogen,,h2861,mustOut,0.1
hydrogen,,h2862,mustOut,0.1
hydrogen,,h2863,mustOut,0.1
hydrogen,,h2864,mustOut,0.1
hydrogen,,h2865,mustOut,0.1
hydrogen,,h2866,mustOut,0.1
hydrogen,,h2867,mustOut,0.1
hydrogen,,h2868,mustOut,0.1
hydrogen,,h2869,mustOut,0.1
hydrogen,,h2870,mustOut,0.1
hydrogen,,h2871,mustOut,0.1
hydrogen,,h2872,mustOut,0.1
hydrogen,,h2873,mustOut,0.1
hydrogen,,h2874,mustOut,0.1
hydrogen,,h2875,mustOut,0.1
hydrogen,,h2876,mustOut,0.1
hydrogen,,h2877,mustOut,0.1
hydrogen,,h2878,mustOut,0.1
hydrogen,,h2879,mustOut,0.1
hydrogen,,h2880,mustOut,0.1
hydrogen,,h2881,mustOut,0.1
hydrogen,,h2882,mustOut,0.1
hydrogen,,h2883,mustOut,0.1
hydrogen,,h2884,mustOut,0.1
hydrogen,,h2885,mustOut,0.1
hydrogen,,h2886,mustOut,0.1
hydrogen,,h2887,mustOut,0.1
hydrogen,,h2888,mustOut,0.1
hydrogen,,h2889,mustOut,0.1
hydrogen,,h2890,mustOut,0.1
hydrogen,,h2891,mustOut,0.1
hydrogen,,h2892,mustOut,0.1
hydrogen,,h2893,mustOut,0.1
hydrogen,,h2894,mustOut,0.1
hydrogen,,h2895,mustOut,0.1
hydrogen,,h2896,mustOut,0.1
hydrogen,,h2897,mustOut,0.1
hydrogen,,h2898,mustOut,0.1
hydrogen,,h2899,mustOut,0.1
hydrogen,,h2900,mustOut,0.1
hydrogen,,h2901,mustOut,0.1
hydrogen,,h2902,mustOut,0.1
hydrogen,,h2903,mustOut,0.1
hydrogen,,h2904,mustOut,0.1
hydrogen,,h2905,mustOut,0.1
hydrogen,,h2906,mustOut,0.1
hydrogen,,h2907,mustOut,0.1
hydrogen,,h2908,mustOut,0.1
hydrogen,,h2909,mustOut,0.1
hydrogen,,h2910,mustOut,0.1
hydrogen,,h2911,mustOut,0.1
hydrogen,,h2912,mustOut,0.1
hydrogen,,h2913,mustOut,0.1
hydrogen,,h2914,mustOut,0.1
hydrogen,,h2915,mustOut,0.1
hydrogen,,h2916,mustOut,0.1
hydrogen,,h2917,mustOut,0.1
hydrogen,,h2918,mustOut,0.1
hydrogen,,h2919,mustOut,0.1
hydrogen,,h2920,mustOut,0.1
hydrogen,,h2921,mustOut,0.1
hydrogen,,h2922,mustOut,0.1
hydrogen,,h2923,mustOut,0.1
hydrogen,,h2924,mustOut,0.1
hydrogen,,h2925,mustOut,0.1
hydrogen,,h2926,mustOut,0.1
hydrogen,,h2927,mustOut,0.1
hydrogen,,h2928,mustOut,0.1
hydrogen,,h2929,mustOut,0.1
hydrogen,,h2930,mustOut,0.1
hydrogen,,h2931,mustOut,0.1
hydrogen,,h2932,mustOut,0.1
hydrogen,,h2933,mustOut,0.1
hydrogen,,h2934,mustOut,0.1
hydrogen,,h2935,mustOut,0.1
hydrogen,,h2936,mustOut,0.1
hydrogen,,h2937,mustOut,0.1
hydrogen,,h2938,mustOut,0.1
hydrogen,,h2939,mustOut,0.1
hydrogen,,h2940,mustOut,0.1
hydrogen,,h2941,mustOut,0.1
hydrogen,,h2942,mustOut,0.1
hydrogen,,h2943,mustOut,0.1
hydrogen,,h2944,mustOut,0.1
hydrogen,,h2945,mustOut,0.1
hydrogen,,h2946,mustOut,0.1
hydrogen,,h2947,mustOut,0.1
hydrogen,,h2948,mustOut,0.1
hydrogen,,h2949,mustOut,0.1
hydrogen,,h2950,mustOut,0.1
hydrogen,,h2951,mustOut,0.1
hydrogen,,h2952,mustOut,0.1
hydrogen,,h2953,mustOut,0.1
hydrogen,,h2954,mustOut,0.1
hydrogen,,h2955,mustOut,0.1
hydrogen,,h2956,mustOut,0.1
hydrogen,,h2957,mustOut,0.1
hydrogen,,h2958,mustOut,0.1
hydrogen,,h2959,mustOut,0.1
hydrogen,,h2960,mustOut,0.1
hydrogen,,h2961,mustOut,0.1
hydrogen,,h2962,mustOut,0.1
hydrogen,,h2963,mustOut,0.1
hydrogen,,h2964,mustOut,0.1
hydrogen,,h2965,mustOut,0.1
hydrogen,,h2966,mustOut,0.1
hydrogen,,h2967,mustOut,0.1
hydrogen,,h2968,mustOut,0.1
hydrogen,,h2969,mustOut,0.1
hydrogen,,h2970,mustOut,0.1
hydrogen,,h2971,mustOut,0.1
hydrogen,,h2972,mustOut,0.1
hydrogen,,h2973,mustOut,0.1
hydrogen,,h2974,mustOut,0.1
hydrogen,,h2975,mustOut,0.1
hydrogen,,h2976,mustOut,0.1
hydrogen,,h2977,mustOut,0.1
hydrogen,,h2978,mustOut,0.1
hydrogen,,h2979,mustOut,0.1
hydrogen,,h2980,mustOut,0.1
hydrogen,,h2981,mustOut,0.1
hydrogen,,h2982,mustOut,0.1
hydrogen,,h2983,mustOut,0.1
hydrogen,,h2984,mustOut,0.1
hydrogen,,h2985,mustOut,0.1
hydrogen,,h2986,mustOut,0.1
hydrogen,,h2987,mustOut,0.1
hydrogen,,h2988,mustOut,0.1
hydrogen,,h2989,mustOut,0.1
hydrogen,,h2990,mustOut,0.1
hydrogen,,h2991,mustOut,0.1
hydrogen,,h2992,mustOut,0.1
hydrogen,,h2993,mustOut,0.1
hydrogen,,h2994,mustOut,0.1
hydrogen,,h2995,mustOut,0.1
hydrogen,,h2996,mustOut,0.1
hydrogen,,h2997,mustOut,0.1
hydrogen,,h2998,mustOut,0.1
hydrogen,,h2999,mustOut,0.1
hydrogen,,h3000,mustOut,0.1
hydrogen,,h3001,mustOut,0.1
hydrogen,,h3002,mustOut,0.1
hydrogen,,h3003,mustOut,0.1
hydrogen,,h3004,mustOut,0.1
hydrogen,,h3005,mustOut,0.1
hydrogen,,h3006,mustOut,0.1
hydrogen,,h3007,mustOut,0.1
hydrogen,,h3008,mustOut,0.1
hydrogen,,h3009,mustOut,0.1
hydrogen,,h3010,mustOut,0.1
hydrogen,,h3011,mustOut,0.1
hydrogen,,h3012,mustOut,0.1
hydrogen,,h3013,mustOut,0.1
hydrogen,,h3014,mustOut,0.1
hydrogen,,h3015,mustOut,0.1
hydrogen,,h3016,mustOut,0.1
hydrogen,,h3017,mustOut,0.1
hydrogen,,h3018,mustOut,0.1
hydrogen,,h3019,mustOut,0.1
hydrogen,,h3020,mustOut,0.1
hydrogen,,h3021,mustOut,0.1
hydrogen,,h3022,mustOut,0.1
hydrogen,,h3023,mustOut,0.1
hydrogen,,h3024,mustOut,0.1
hydrogen,,h3025,mustOut,0.1
hydrogen,,h3026,mustOut,0.1
hydrogen,,h3027,mustOut,0.1
hydrogen,,h3028,mustOut,0.1
hydrogen,,h3029,mustOut,0.1
hydrogen,,h3030,mustOut,0.1
hydrogen,,h3031,mustOut,0.1
hydrogen,,h3032,mustOut,0.1
hydrogen,,h3033,mustOut,0.1
hydrogen,,h3034,mustOut,0.1
hydrogen,,h3035,mustOut,0.1
hydrogen,,h3036,mustOut,0.1
hydrogen,,h3037,mustOut,0.1
hydrogen,,h3038,mustOut,0.1
hydrogen,,h3039,mustOut,0.1
hydrogen,,h3040,mustOut,0.1
hydrogen,,h3041,mustOut,0.1
hydrogen,,h3042,mustOut,0.1
hydrogen,,h3043,mustOut,0.1
hydrogen,,h3044,mustOut,0.1
hydrogen,,h3045,mustOut,0.1
hydrogen,,h3046,mustOut,0.1
hydrogen,,h3047,mustOut,0.1
hydrogen,,h3048,mustOut,0.1
hydrogen,,h3049,mustOut,0.1
hydrogen,,h3050,mustOut,0.1
hydrogen,,h3051,mustOut,0.1
hydrogen,,h3052,mustOut,0.1
hydrogen,,h3053,mustOut,0.1
hydrogen,,h3054,mustOut,0.1
hydrogen,,h3055,mustOut,0.1
